Time,"elementCenter:0","elementCenter:1","elementCenter:2","temperature"
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,nan,nan,nan,nan
10000,0.07071,0.072112,0.05,-19.002
10000,0.07071,0.072112,0.05,-19.002
10000,0.07211,0.07354,0.05,-17.045
10000,0.07351,0.074968,0.05,-15.122
10000,0.075155,0.076646,0.05,-12.902
10000,0.075155,0.076646,0.05,-12.902
10000,0.077046,0.078574,0.05,-10.412
10000,0.077046,0.078574,0.05,-10.412
10000,0.078936,0.080501,0.05,-7.9783
10000,0.078936,0.080501,0.05,-7.9783
10000,0.080826,0.082429,0.05,-5.5998
10000,0.080826,0.082429,0.05,-5.5998
10000,0.082716,0.084357,0.05,-3.2741
10000,0.082716,0.084357,0.05,-3.2741
10000,0.084607,0.086285,0.05,-0.99929
10000,0.084607,0.086285,0.05,-0.99929
10000,0.086497,0.088212,0.05,1.2264
10000,0.086497,0.088212,0.05,1.2264
10000,0.088387,0.09014,0.05,3.4046
10000,0.088387,0.09014,0.05,3.4046
10000,0.090278,0.092068,0.05,5.537
10000,0.090278,0.092068,0.05,5.537
10000,0.092168,0.093995,0.05,7.6248
10000,0.092168,0.093995,0.05,7.6248
10000,0.094031,0.095896,0.05,9.6402
10000,0.095885,0.097786,0.05,11.606
10000,0.095885,0.097786,0.05,11.606
10000,0.097776,0.099715,0.05,13.57
10000,0.097776,0.099715,0.05,13.57
10000,0.099704,0.10168,0.05,15.533
10000,0.099704,0.10168,0.05,15.533
10000,0.10167,0.10369,0.05,17.494
10000,0.10167,0.10369,0.05,17.494
10000,0.10368,0.10573,0.05,19.451
10000,0.10368,0.10573,0.05,19.451
10000,0.10572,0.10782,0.05,21.405
10000,0.10572,0.10782,0.05,21.405
10000,0.10781,0.10995,0.05,23.355
10000,0.10781,0.10995,0.05,23.355
10000,0.10993,0.11211,0.05,25.301
